1522804051.396951000	0	75	1
1522804051.411146000	0.014195	86	0
1522804053.496793000	2.09984	599	1
1522804053.496863000	2.09991	112	1
1522804053.510396000	2.11345	726	1
1522804053.511404000	2.11445	74	0
1522804053.512934000	2.11598	74	0
1522804053.514450000	2.1175	112	0
1522804053.569381000	2.17243	74	0
1522804053.724082000	2.32713	74	1
1522804053.748064000	2.35111	323	0
1522804053.761807000	2.36486	293	0
1522804053.761849000	2.3649	74	1
1522804053.763352000	2.3664	1061	0
1522804053.764850000	2.3679	230	0
1522804053.764860000	2.36791	74	1
1522804053.794350000	2.3974	112	1
1522804053.808235000	2.41128	74	0
1522804053.904987000	2.50804	549	1
1522804053.920029000	2.52308	74	0
1522804053.921544000	2.52459	159	0
1522804053.922214000	2.52526	112	1
1522804053.976499000	2.57955	74	0
1522804054.420434000	3.02348	408	1
1522804054.434797000	3.03785	74	0
1522804054.528365000	3.13141	320	0
1522804054.528840000	3.13189	112	1
1522804054.542386000	3.14544	74	0
1522804054.804220000	3.40727	1434	1
1522804054.804231000	3.40728	82	1
1522804054.819855000	3.4229	74	0
1522804054.970882000	3.57393	294	0
1522804054.972394000	3.57544	437	0
1522804054.972430000	3.57548	74	1
1522804054.973929000	3.57698	112	0
1522804054.974328000	3.57738	112	1
1522804054.989098000	3.59215	74	0
1522804055.337068000	3.94012	1208	1
1522804055.352986000	3.95604	74	0
1522804055.478729000	4.08178	325	0
1522804055.479237000	4.08229	112	1
1522804055.493413000	4.09646	74	0
1522804058.500166000	7.10321	1434	1
1522804058.500178000	7.10323	144	1
1522804058.514700000	7.11775	74	0
1522804058.675131000	7.27818	315	0
1522804058.676699000	7.27975	207	0
1522804058.676729000	7.27978	74	1
1522804058.678246000	7.2813	284	0
1522804058.679758000	7.28281	112	0
1522804058.679788000	7.28284	74	1
1522804058.679915000	7.28296	112	1
1522804058.694470000	7.29752	74	0
1522804059.229176000	7.83223	259	1
1522804059.229254000	7.8323	1434	1
1522804059.229260000	7.83231	1034	1
1522804059.246756000	7.84981	74	0
1522804059.248273000	7.85132	74	0
1522804059.443346000	8.0464	206	0
1522804059.444929000	8.04798	627	0
1522804059.444962000	8.04801	74	1
1522804059.446507000	8.04956	112	0
1522804059.446625000	8.04967	112	1
1522804059.460656000	8.0637	74	0
1522804059.626528000	8.22958	1287	1
1522804059.626604000	8.22965	168	1
1522804059.641294000	8.24434	74	0
1522804059.642795000	8.24584	74	0
1522804059.849037000	8.45209	1294	0
1522804059.850523000	8.45357	604	0
1522804059.850556000	8.4536	74	1
1522804059.852053000	8.4551	112	0
1522804059.852184000	8.45523	112	1
1522804059.868421000	8.47147	74	0
1522804060.183747000	8.7868	302	1
1522804060.183806000	8.78685	1434	1
1522804060.183812000	8.78686	1034	1
1522804060.185554000	8.7886	1410	1
1522804060.185772000	8.78882	1434	1
1522804060.185777000	8.78883	1434	1
1522804060.185781000	8.78883	236	1
1522804060.185835000	8.78888	1434	1
1522804060.185843000	8.78889	1434	1
1522804060.185846000	8.7889	236	1
1522804060.185901000	8.78895	1434	1
1522804060.185906000	8.78895	1434	1
1522804060.185909000	8.78896	236	1
1522804060.185957000	8.78901	1434	1
1522804060.185964000	8.78901	1434	1
1522804060.185966000	8.78902	236	1
1522804060.186017000	8.78907	1434	1
1522804060.186021000	8.78907	1434	1
1522804060.186025000	8.78907	236	1
1522804060.186076000	8.78912	1434	1
1522804060.186080000	8.78913	868	1
1522804060.186153000	8.7892	1434	1
1522804060.186158000	8.78921	1434	1
1522804060.186161000	8.78921	236	1
1522804060.186221000	8.78927	1434	1
1522804060.186226000	8.78927	1434	1
1522804060.186229000	8.78928	236	1
1522804060.186278000	8.78933	1434	1
1522804060.186283000	8.78933	1434	1
1522804060.186286000	8.78934	236	1
1522804060.186348000	8.7894	1434	1
1522804060.186352000	8.7894	1434	1
1522804060.186355000	8.7894	236	1
1522804060.186405000	8.78945	1434	1
1522804060.186410000	8.78946	1434	1
1522804060.186413000	8.78946	236	1
1522804060.186468000	8.78952	1434	1
1522804060.186477000	8.78953	868	1
1522804060.186547000	8.7896	1434	1
1522804060.186551000	8.7896	1434	1
1522804060.186555000	8.7896	236	1
1522804060.186604000	8.78965	1434	1
1522804060.186613000	8.78966	1434	1
1522804060.186616000	8.78966	236	1
1522804060.186676000	8.78973	1434	1
1522804060.186680000	8.78973	1434	1
1522804060.186683000	8.78973	236	1
1522804060.186744000	8.78979	1434	1
1522804060.186748000	8.7898	1434	1
1522804060.186751000	8.7898	236	1
1522804060.186795000	8.78984	1434	1
1522804060.186800000	8.78985	1434	1
1522804060.186803000	8.78985	236	1
1522804060.186854000	8.7899	1434	1
1522804060.186858000	8.78991	868	1
1522804060.186946000	8.78999	1434	1
1522804060.186951000	8.79	1434	1
1522804060.186954000	8.79	236	1
1522804060.187003000	8.79005	1434	1
1522804060.187010000	8.79006	1434	1
1522804060.187013000	8.79006	236	1
1522804060.187061000	8.79011	1434	1
1522804060.202100000	8.80515	74	0
1522804060.203641000	8.80669	74	0
1522804060.203673000	8.80672	1434	1
1522804060.203681000	8.80673	1032	1
1522804060.205192000	8.80824	74	0
1522804060.206788000	8.80984	74	0
1522804060.206817000	8.80987	1434	1
1522804060.206824000	8.80987	1060	1
1522804060.208330000	8.81138	74	0
1522804060.208346000	8.81139	1434	1
1522804060.209860000	8.81291	74	0
1522804060.209875000	8.81292	1434	1
1522804060.211406000	8.81446	74	0
1522804060.211427000	8.81448	1434	1
1522804060.212935000	8.81598	74	0
1522804060.212955000	8.816	1434	1
1522804060.214475000	8.81752	74	0
1522804060.214488000	8.81754	1434	1
1522804060.216005000	8.81905	74	0
1522804060.216032000	8.81908	1434	1
1522804060.217594000	8.82064	74	0
1522804060.217615000	8.82066	1434	1
1522804060.219122000	8.82217	74	0
1522804060.219146000	8.8222	1434	1
1522804060.220665000	8.82371	74	0
1522804060.222193000	8.82524	74	0
1522804060.222216000	8.82526	1434	1
1522804060.223734000	8.82678	74	0
1522804060.223763000	8.82681	1434	1
1522804060.225264000	8.82831	74	0
1522804060.225285000	8.82833	1434	1
1522804060.226858000	8.82991	74	0
1522804060.226881000	8.82993	1434	1
1522804060.228403000	8.83145	74	0
1522804060.228429000	8.83148	1434	1
1522804060.228435000	8.83148	1434	1
1522804060.228439000	8.83149	1434	1
1522804060.229934000	8.83298	74	0
1522804060.229960000	8.83301	1434	1
1522804060.231478000	8.83453	74	0
1522804060.231507000	8.83456	1434	1
1522804060.231513000	8.83456	1434	1
1522804060.233004000	8.83605	74	0
1522804060.233025000	8.83607	1434	1
1522804060.233032000	8.83608	1434	1
1522804060.233037000	8.83609	1434	1
1522804060.234549000	8.8376	74	0
1522804060.234577000	8.83763	1434	1
1522804060.234585000	8.83763	1434	1
1522804060.236132000	8.83918	74	0
1522804060.236163000	8.83921	1434	1
1522804060.236170000	8.83922	1282	1
1522804060.239254000	8.8423	74	0
1522804060.239285000	8.84233	1434	1
1522804060.239292000	8.84234	1434	1
1522804060.240799000	8.84385	74	0
1522804060.240825000	8.84387	1434	1
1522804060.240831000	8.84388	1434	1
1522804060.242338000	8.84539	74	0
1522804060.242362000	8.84541	1434	1
1522804060.242369000	8.84542	1434	1
1522804060.258068000	8.86112	74	0
1522804060.258126000	8.86118	1434	1
1522804060.258135000	8.86118	1434	1
1522804060.258140000	8.86119	1434	1
1522804060.258145000	8.86119	1001	1
1522804060.259623000	8.86267	74	0
1522804060.259652000	8.8627	1434	1
1522804060.259659000	8.86271	1434	1
1522804060.261169000	8.86422	74	0
1522804060.262700000	8.86575	74	0
1522804060.262733000	8.86578	1434	1
1522804060.262740000	8.86579	1434	1
1522804060.264296000	8.86735	74	0
1522804060.264331000	8.86738	1434	1
1522804060.264337000	8.86739	1434	1
1522804060.264342000	8.86739	1434	1
1522804060.264346000	8.86739	1434	1
1522804060.264351000	8.8674	1434	1
1522804060.264355000	8.8674	1434	1
1522804060.264361000	8.86741	1434	1
1522804060.264365000	8.86741	1434	1
1522804060.265833000	8.86888	74	0
1522804060.265856000	8.86891	1434	1
1522804060.265862000	8.86891	1434	1
1522804060.267430000	8.87048	74	0
1522804060.267451000	8.8705	1434	1
1522804060.267457000	8.87051	1434	1
1522804060.267461000	8.87051	953	1
1522804060.268964000	8.87201	74	0
1522804060.268991000	8.87204	1434	1
1522804060.268997000	8.87205	1434	1
1522804060.270506000	8.87355	74	0
1522804060.270529000	8.87358	1434	1
1522804060.270536000	8.87358	1434	1
1522804060.273575000	8.87662	74	0
1522804060.273605000	8.87665	1434	1
1522804060.273612000	8.87666	1434	1
1522804060.275102000	8.87815	74	0
1522804060.275118000	8.87817	1434	1
1522804060.275123000	8.87817	1434	1
1522804060.276702000	8.87975	74	0
1522804060.276729000	8.87978	1434	1
1522804060.276735000	8.87978	1434	1
1522804060.292602000	8.89565	74	0
1522804060.292662000	8.89571	1434	1
1522804060.292671000	8.89572	1434	1
1522804060.294140000	8.89719	74	0
1522804060.294171000	8.89722	1434	1
1522804060.294178000	8.89723	1434	1
1522804060.295686000	8.89874	74	0
1522804060.295720000	8.89877	1434	1
1522804060.295728000	8.89878	1434	1
1522804060.295732000	8.89878	1434	1
1522804060.295737000	8.89879	1434	1
1522804060.297323000	8.90037	74	0
1522804060.297357000	8.90041	1434	1
1522804060.297364000	8.90041	1434	1
1522804060.298856000	8.90191	74	0
1522804060.298875000	8.90192	1434	1
1522804060.298881000	8.90193	1434	1
1522804060.300398000	8.90345	74	0
1522804060.300419000	8.90347	1434	1
1522804060.300425000	8.90347	1434	1
1522804060.301926000	8.90497	74	0
1522804060.301943000	8.90499	1434	1
1522804060.301948000	8.905	1434	1
1522804060.304720000	8.90777	74	0
1522804060.304756000	8.9078	1434	1
1522804060.304763000	8.90781	1434	1
1522804060.316571000	8.91962	74	0
1522804060.316623000	8.91967	1434	1
1522804060.316631000	8.91968	1434	1
1522804060.318114000	8.92116	74	0
1522804060.318138000	8.92119	1434	1
1522804060.318144000	8.92119	1434	1
1522804060.319661000	8.92271	74	0
1522804060.319688000	8.92274	1434	1
1522804060.319695000	8.92274	1434	1
1522804060.321938000	8.92499	74	0
1522804060.321965000	8.92501	1434	1
1522804060.321971000	8.92502	1434	1
1522804060.323607000	8.92666	74	0
1522804060.323640000	8.92669	1434	1
1522804060.323647000	8.9267	1434	1
1522804060.326733000	8.92978	74	0
1522804060.326769000	8.92982	1434	1
1522804060.326777000	8.92983	1434	1
1522804060.329906000	8.93296	74	0
1522804060.329951000	8.933	1434	1
1522804060.329959000	8.93301	1434	1
1522804060.336628000	8.93968	74	0
1522804060.336692000	8.93974	1434	1
1522804060.336700000	8.93975	1434	1
1522804060.338929000	8.94198	74	0
1522804060.339011000	8.94206	1434	1
1522804060.339025000	8.94207	1434	1
1522804060.339042000	8.94209	1434	1
1522804060.343494000	8.94654	74	0
1522804060.343546000	8.94659	1434	1
1522804060.343555000	8.9466	1434	1
1522804060.343561000	8.94661	1434	1
1522804060.349843000	8.95289	74	0
1522804060.349902000	8.95295	1434	1
1522804060.349912000	8.95296	1434	1
1522804060.352837000	8.95589	74	0
1522804060.352881000	8.95593	1434	1
1522804060.352889000	8.95594	1434	1
1522804060.358769000	8.96182	74	0
1522804060.358834000	8.96188	1434	1
1522804060.358844000	8.96189	1434	1
1522804060.358849000	8.9619	599	1
1522804060.360319000	8.96337	74	0
1522804060.360344000	8.96339	1434	1
1522804060.360350000	8.9634	1434	1
1522804060.365573000	8.96862	74	0
1522804060.365631000	8.96868	1434	1
1522804060.365640000	8.96869	1434	1
1522804060.371432000	8.97448	74	0
1522804060.371492000	8.97454	1434	1
1522804060.371501000	8.97455	1434	1
1522804060.371506000	8.97456	1434	1
1522804060.372974000	8.97602	74	0
1522804060.373008000	8.97606	1434	1
1522804060.373016000	8.97607	1434	1
1522804060.377272000	8.98032	74	0
1522804060.377313000	8.98036	1434	1
1522804060.377320000	8.98037	1434	1
1522804060.381598000	8.98465	74	0
1522804060.381651000	8.9847	1434	1
1522804060.381659000	8.98471	1434	1
1522804060.388212000	8.99126	74	0
1522804060.388265000	8.99131	1434	1
1522804060.388274000	8.99132	1434	1
1522804060.389751000	8.9928	74	0
1522804060.389773000	8.99282	1434	1
1522804060.389779000	8.99283	1434	1
1522804060.393065000	8.99611	74	0
1522804060.393095000	8.99614	1434	1
1522804060.393103000	8.99615	1434	1
1522804060.395074000	8.99812	74	0
1522804060.395098000	8.99815	1434	1
1522804060.395104000	8.99815	1434	1
1522804060.399961000	9.00301	74	0
1522804060.400013000	9.00306	1434	1
1522804060.400021000	9.00307	1434	1
1522804060.406203000	9.00925	74	0
1522804060.406235000	9.00928	1434	1
1522804060.406241000	9.00929	1434	1
1522804060.408216000	9.01127	74	0
1522804060.408242000	9.01129	1434	1
1522804060.408248000	9.0113	1434	1
1522804060.411543000	9.01459	74	0
1522804060.411584000	9.01463	1434	1
1522804060.411592000	9.01464	1434	1
1522804060.415221000	9.01827	74	0
1522804060.415258000	9.01831	1434	1
1522804060.415265000	9.01831	1434	1
1522804060.420568000	9.02362	74	0
1522804060.420591000	9.02364	1434	1
1522804060.420597000	9.02365	1434	1
1522804060.422587000	9.02564	74	0
1522804060.422605000	9.02565	1434	1
1522804060.422611000	9.02566	1434	1
1522804060.425248000	9.0283	74	0
1522804060.425281000	9.02833	1434	1
1522804060.425288000	9.02834	1434	1
1522804060.429822000	9.03287	74	0
1522804060.429864000	9.03291	1434	1
1522804060.429872000	9.03292	1434	1
1522804060.434196000	9.03725	74	0
1522804060.434211000	9.03726	1434	1
1522804060.434216000	9.03727	1434	1
1522804060.435843000	9.03889	74	0
1522804060.435863000	9.03891	1434	1
1522804060.435869000	9.03892	1434	1
1522804060.442412000	9.04546	74	0
1522804060.442426000	9.04548	1434	1
1522804060.442439000	9.04549	1434	1
1522804060.448565000	9.05161	74	0
1522804060.448595000	9.05164	1434	1
1522804060.448600000	9.05165	1434	1
1522804060.450113000	9.05316	74	0
1522804060.450132000	9.05318	1434	1
1522804060.451658000	9.05471	74	0
1522804060.451673000	9.05472	1434	1
1522804060.451678000	9.05473	1434	1
1522804060.454284000	9.05733	74	0
1522804060.454299000	9.05735	1434	1
1522804060.454305000	9.05735	1434	1
1522804060.460008000	9.06306	74	0
1522804060.460028000	9.06308	1434	1
1522804060.460033000	9.06308	1434	1
1522804060.460038000	9.06309	741	1
1522804060.463400000	9.06645	74	0
1522804060.463434000	9.06648	1434	1
1522804060.463441000	9.06649	1434	1
1522804060.466013000	9.06906	368	0
1522804060.467633000	9.07068	690	0
1522804060.467660000	9.07071	74	1
1522804060.469226000	9.07227	112	0
1522804060.470763000	9.07381	74	0
1522804060.470791000	9.07384	1434	1
1522804060.470798000	9.07385	1434	1
1522804060.476139000	9.07919	74	0
1522804060.476157000	9.07921	1434	1
1522804060.476162000	9.07921	1434	1
1522804060.476177000	9.07923	241	1
1522804060.477697000	9.08075	74	0
1522804060.477711000	9.08076	1434	1
1522804060.477717000	9.08077	1434	1
1522804060.480238000	9.08329	74	0
1522804060.480270000	9.08332	1434	1
1522804060.480277000	9.08333	1434	1
1522804060.488115000	9.09116	74	0
1522804060.488142000	9.09119	1434	1
1522804060.488149000	9.0912	1434	1
1522804060.488155000	9.0912	1434	1
1522804060.489681000	9.09273	74	0
1522804060.489708000	9.09276	1434	1
1522804060.489717000	9.09277	1434	1
1522804060.494253000	9.0973	74	0
1522804060.494277000	9.09733	1434	1
1522804060.494286000	9.09734	1434	1
1522804060.496523000	9.09957	74	0
1522804060.496542000	9.09959	1434	1
1522804060.496548000	9.0996	1434	1
1522804060.499382000	9.10243	74	0
1522804060.499421000	9.10247	1434	1
1522804060.499429000	9.10248	1434	1
1522804060.503978000	9.10703	74	0
1522804060.504022000	9.10707	1434	1
1522804060.504032000	9.10708	1434	1
1522804060.506884000	9.10993	74	0
1522804060.506903000	9.10995	1434	1
1522804060.506910000	9.10996	1434	1
1522804060.510576000	9.11363	74	0
1522804060.510595000	9.11364	1434	1
1522804060.510600000	9.11365	1434	1
1522804060.512709000	9.11576	74	0
1522804060.512735000	9.11578	1434	1
1522804060.512742000	9.11579	1434	1
1522804060.518255000	9.1213	74	0
1522804060.518279000	9.12133	1434	1
1522804060.518287000	9.12134	1434	1
1522804060.521141000	9.12419	74	0
1522804060.521167000	9.12422	1434	1
1522804060.521176000	9.12423	1434	1
1522804060.526579000	9.12963	74	0
1522804060.526597000	9.12965	1434	1
1522804060.526603000	9.12965	1434	1
1522804060.529899000	9.13295	74	0
1522804060.529934000	9.13298	1434	1
1522804060.529941000	9.13299	1434	1
1522804060.533228000	9.13628	86	1
1522804060.533246000	9.1363	1434	1
1522804060.533254000	9.1363	954	1
1522804060.535607000	9.13866	74	0
1522804060.535628000	9.13868	1434	1
1522804060.535636000	9.13868	1434	1
1522804060.538750000	9.1418	74	0
1522804060.538766000	9.14181	1434	1
1522804060.538771000	9.14182	1434	1
1522804060.544368000	9.14742	74	0
1522804060.544396000	9.14744	1434	1
1522804060.544403000	9.14745	1434	1
1522804060.547999000	9.15105	74	0
1522804060.548042000	9.15109	1434	1
1522804060.548052000	9.1511	1434	1
1522804060.548059000	9.15111	1434	1
1522804060.556353000	9.1594	74	0
1522804060.556373000	9.15942	1434	1
1522804060.557884000	9.16093	74	0
1522804060.557915000	9.16096	1434	1
1522804060.557924000	9.16097	1434	1
1522804060.557930000	9.16098	1434	1
1522804060.557936000	9.16098	1434	1
1522804060.562160000	9.16521	74	0
1522804060.562188000	9.16524	1434	1
1522804060.562194000	9.16524	1434	1
1522804060.562199000	9.16525	1362	1
1522804060.567742000	9.17079	74	0
1522804060.567766000	9.17081	1434	1
1522804060.567775000	9.17082	1434	1
1522804060.569295000	9.17234	108	0
1522804060.569329000	9.17238	1434	1
1522804060.574043000	9.17709	74	0
1522804060.574071000	9.17712	1434	1
1522804060.574079000	9.17713	1434	1
1522804060.574086000	9.17713	1434	1
1522804060.574092000	9.17714	1434	1
1522804060.574098000	9.17715	264	1
1522804060.578961000	9.18201	74	0
1522804060.579006000	9.18205	1434	1
1522804060.579016000	9.18207	1434	1
1522804060.579021000	9.18207	128	1
1522804060.588372000	9.19142	74	0
1522804060.588419000	9.19147	1434	1
1522804060.588427000	9.19148	1434	1
1522804060.591469000	9.19452	74	0
1522804060.591504000	9.19455	1434	1
1522804060.591511000	9.19456	1434	1
1522804060.592995000	9.19604	74	0
1522804060.593014000	9.19606	1434	1
1522804060.593027000	9.19608	1434	1
1522804060.594541000	9.19759	74	0
1522804060.594570000	9.19762	1434	1
1522804060.594576000	9.19762	1434	1
1522804060.597289000	9.20034	74	0
1522804060.597338000	9.20039	1434	1
1522804060.597345000	9.20039	1434	1
1522804060.597350000	9.2004	344	1
1522804060.599756000	9.20281	74	0
1522804060.599797000	9.20285	1434	1
1522804060.599803000	9.20285	1434	1
1522804060.610984000	9.21403	74	0
1522804060.611032000	9.21408	1434	1
1522804060.611041000	9.21409	1434	1
1522804060.612521000	9.21557	74	0
1522804060.612552000	9.2156	1434	1
1522804060.612559000	9.21561	1434	1
1522804060.614050000	9.2171	74	0
1522804060.614080000	9.21713	1434	1
1522804060.614086000	9.21713	1434	1
1522804060.616916000	9.21996	74	0
1522804060.616939000	9.21999	1434	1
1522804060.616947000	9.22	1434	1
1522804060.618524000	9.22157	74	0
1522804060.618553000	9.2216	1434	1
1522804060.618562000	9.22161	1434	1
1522804060.618567000	9.22162	398	1
1522804060.622753000	9.2258	74	0
1522804060.622774000	9.22582	1434	1
1522804060.626633000	9.22968	74	0
1522804060.626656000	9.22971	1434	1
1522804060.626663000	9.22971	1434	1
1522804060.630464000	9.23351	74	0
1522804060.630512000	9.23356	1434	1
1522804060.630522000	9.23357	1434	1
1522804060.635851000	9.2389	74	0
1522804060.635875000	9.23892	1434	1
1522804060.635882000	9.23893	1434	1
1522804060.638735000	9.24178	74	0
1522804060.638755000	9.2418	1434	1
1522804060.638762000	9.24181	1434	1
1522804060.642702000	9.24575	74	0
1522804060.642740000	9.24579	1434	1
1522804060.642748000	9.2458	1434	1
1522804060.648118000	9.25117	74	0
1522804060.648169000	9.25122	1434	1
1522804060.648179000	9.25123	1434	1
1522804060.649669000	9.25272	74	0
1522804060.649696000	9.25275	1434	1
1522804060.649704000	9.25275	1434	1
1522804060.654374000	9.25742	74	0
1522804060.654388000	9.25744	1434	1
1522804060.654393000	9.25744	1434	1
1522804060.660395000	9.26344	74	0
1522804060.660427000	9.26348	1434	1
1522804060.660440000	9.26349	1434	1
1522804060.660446000	9.26349	1434	1
1522804060.660453000	9.2635	1434	1
1522804060.660459000	9.26351	1434	1
1522804060.664938000	9.26799	74	0
1522804060.664986000	9.26803	1434	1
1522804060.664997000	9.26805	1434	1
1522804060.670535000	9.27358	74	0
1522804060.670561000	9.27361	1434	1
1522804060.670569000	9.27362	1434	1
1522804060.675474000	9.27852	74	0
1522804060.675503000	9.27855	1434	1
1522804060.675510000	9.27856	1434	1
1522804060.678400000	9.28145	74	0
1522804060.678424000	9.28147	1434	1
1522804060.678432000	9.28148	1434	1
1522804060.681411000	9.28446	74	0
1522804060.681457000	9.28451	1434	1
1522804060.681465000	9.28451	1434	1
1522804060.686430000	9.28948	74	0
1522804060.686472000	9.28952	1434	1
1522804060.686481000	9.28953	1434	1
1522804060.686489000	9.28954	667	1
1522804060.689651000	9.2927	74	0
1522804060.689681000	9.29273	1434	1
1522804060.689690000	9.29274	1434	1
1522804060.695383000	9.29843	74	0
1522804060.695421000	9.29847	1434	1
1522804060.695428000	9.29848	1434	1
1522804060.695433000	9.29848	455	1
1522804060.698393000	9.30144	74	0
1522804060.698427000	9.30148	1434	1
1522804060.698438000	9.30149	1434	1
1522804060.700468000	9.30352	74	0
1522804060.700490000	9.30354	1434	1
1522804060.700501000	9.30355	1434	1
1522804060.707147000	9.3102	74	0
1522804060.707171000	9.31022	1434	1
1522804060.707179000	9.31023	1434	1
1522804060.707184000	9.31023	233	1
1522804060.709293000	9.31234	74	0
1522804060.709318000	9.31237	1434	1
1522804060.709326000	9.31238	1434	1
1522804060.712192000	9.31524	74	0
1522804060.712220000	9.31527	1434	1
1522804060.712227000	9.31528	1434	1
1522804060.716838000	9.31989	74	0
1522804060.716873000	9.31992	1434	1
